adr_inter,adresse,adrzus_int,behindertenparkplatz,bemerkung,ccmail,da,datum,datum_cms,dep,editor,erforderlichedokumente,fax,hausnummer,hindernisfreiheit,infrastruktur,isbetriebsferien_gebaeude,isbetriebsferien_schalter,kategorie,mail,name,namenzus,objectid,oeffnungszeiten_gebaeude_di,oeffnungszeiten_gebaeude_do,oeffnungszeiten_gebaeude_fr,oeffnungszeiten_gebaeude_mi,oeffnungszeiten_gebaeude_mo,oeffnungszeiten_gebaeude_sa,oeffnungszeiten_gebaeude_so,oeffnungszeiten_schalter_di,oeffnungszeiten_schalter_do,oeffnungszeiten_schalter_fr,oeffnungszeiten_schalter_mi,oeffnungszeiten_schalter_mo,oeffnungszeiten_schalter_sa,oeffnungszeiten_schalter_so,ort,plz,poi_id,postadresse,publish_internet,strasse,suchen,tel,tel2,www,zahlungsmittel_internet,zahlungsmittel_schalter,zahlungsmittel_telefon,zvv_label,zvv_link,typ,kreis,standort,oeffnungsz,gebuehren,kommentar,geometry,latitude,longitude
,Lindenplatz 1,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,1,0_,";Geöffnet während der Betriebszeiten des Kiosks._Behinderten-WC 24 h zugänglich._Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Lindenplatz (rollstuhlgängig mit EuroKey),,7657,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8048,wcr077,,1,Lindenplatz,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Lindenplatz 1,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Lindenplatz 1,,9,Lindenplatz 1 / Kioskgebäude,Nachts geschlossen. Behinderten WC ganzjährig 24 Stunden geöffnet.,"Behinderten-WC Fr. 1.-- oder Eurokey, Damen- und Herren-WC gratis","Damen- und Herren WC, Behinderten WC, Pissoir. Nachts ist nur das Behinderten-WC zugänglich.",POINT Z (2679094 1249055 0),47.3876027,8.4861613
,Frankentalerstrasse 10,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,10,0_,;Geöffnet 24h. Gebührenfrei.,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Frankental (rollstuhlgängig ohne EuroKey),,7658,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8049,wcr079,,1,Frankentalerstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Frankentalerstrasse 10,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Frankentalerstrasse 10,,10,Frankentalerstrasse 10 / Endstation VBZ Linie 13,24 h,Gebührenfrei,"Damen- und Herren WC, eine rollstuhlgängige Kabine, Pissoir.",POINT Z (2678693 1251044 0),47.4055275,8.4812365
,Limmattalstrasse 178,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,178,0_,;Geöffnet 24h. Gebührenfrei,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Meierhofplatz (rollstuhlgängig mit EuroKey),,7659,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8049,wcr080,,1,Limmattalstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Limmattalstrasse 178,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Limmattalstrasse 178,,10,Limmattalstr. 178 / Gsteigstrasse.,24 Stunden geöffnet. Behinderten WC von 6.00-22.00 Uhr.,Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr.,Das WC wurde umgebaut und präsentiert sich nun in bestem Zustand und behindertengerecht.,POINT Z (2680081 1250680 0),47.4021505,8.4995595
,Limmatquai 61,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,61,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Rathauswache (rollstuhlgängig mit EuroKey),,7660,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8001,wcr012,,1,Limmatquai,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Limmatquai 61,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich%2C%20Limmatquai%2061,,1,Limmatquai 61,24 h,Gebührenfrei. Behinderten WC Fr. 1.-- oder Eurokey.,2 Multifunktions-WCs und 1 behindertengerechte Kabine. Hohe Frequenzen an zentraler Lage.,POINT Z (2683386 1247370 0),47.3719106,8.5425899
,Zürichbergstrasse 175,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,175,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Allmend Fluntern - Zoo (Rollstuhlgängig mit Eurokey),,7674,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8044,wcr055,,1,Zürichbergstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/content/gud/de/index/gesundheit/gesundheitsschut_hygiene/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Zürichbergstrasse 175,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Z%C3%BCrichbergstrasse 175,,7,"Zürichbergstr. 175 / Endstation Zoo, Wartehalle","MF-WC 24 h, Behinderten-WC mit Eurokey 24h, mit Gebühr Fr. 1.-- 06.00-22.00 Uhr","Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)",Multifunktions- und Behinderten WC. Das ZüriWC liegt an der Tramendhaltestelle Zoo.,POINT Z (2685550 1248503 0),47.3818219,8.5715506
,Zweierstrasse 149,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,149,0_,;Geöffnet 24h. Gebührenfrei,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Schmiede Wiedikon (rollstuhlgängig ohne EuroKey),,7759,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8003,wcr031,,1,Zweierstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Zweierstrasse 149,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Zweierstrasse 149,,3,Zweierstrasse 149 / Beim Restaurant Falcone,24h,Gebührenfrei,"Kombiniertes Damen- und Herren WC, rollstuhlgängig, Pissoir. ",POINT Z (2681607 1247184 0),47.3703616,8.5190104
,Herzogenmühlestrasse 3,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,3,0_,";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Hirschen - Schwamendingen (rollstuhlgängig mit EuroKey),,7762,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8051,wcr093,,1,Herzogenmühlestrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Herzogenmühlestrasse 3,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Herzogenm%C3%BChlestrasse 3,,12,"Herzogenmühlestrasse 3, Schwamendingerplatz",24 h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten-WC, Wickeltisch. Das WC liegt direkt am Schwamendingerplatz.",POINT Z (2685581 1251070 0),47.4048912,8.5724543
,Usteristrasse 6,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,6,0_,";Geöffnet 24h, Gebühr Fr. 1.-- oder Eurokey",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Pestalozzianlage (rollstuhlgängig mit EuroKey),,7763,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8001,wcr097,,1,Usteristrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Usteristrasse 6,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Usteristrasse 6,,1,"Usteristrasse 6 / Zwischen Globus, McDonalds und Lottokiosk",24 h,Fr. 1.-- oder Eurokey,"WC-Automat für Damen- und Herren. Rollstuhlgängig mit automatischer Türe, Wickeltisch. ",POINT Z (2683035 1247767 0),47.3755253,8.5381108
,Ottikerstrasse 64,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,64,0_,";Geöffnet 24h, Gebühr Fr. 1.-- oder Eurokey",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Rigiplatz (rollstuhlgängig mit EuroKey),,7795,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,¨Zürich,8006,wcr098,,1,Ottikerstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Ottikerstrasse 64,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Ottikerstrasse 64,,6,Ottikerstrasse 64 / Ecke Cullmannstrasse,24 h,Fr. 1.-- oder Eurokey,"Selbstreinigender WC Automat für Damen- und Herren. Rollstuhlgängig mit automatischer Tür, Wickeltisch.",POINT Z (2683746 1248824 0),47.3849292,8.5477361
,Hardstrasse 17,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,17,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Hardaupark (Rollstuhlgängig mit EuroKey),,7796,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr005,,1,Hardstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hardstrasse 17,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Hardstrasse 17,,4,Im neuen Hardaupark hinter dem Albisriederplatz,"24 h, Behinderten-WC 06-22 Uhr, mit EuroKey 24h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch.",POINT Z (2680904 1248204 0),47.377393189161204,8.50962507467881
,Rotwandstrasse 34,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,34,0_,";Geöffnet 24h._Behinderten-WC (nur mit Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Rotwandstrasse (rollstuhlgängig mit EuroKey),,7885,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr043,,1,Rotwandstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Rotwandstrasse 34,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich%2C%20Rotwandstrasse%2034,,4,Rotwandstrasse 34 / Eckke Stauffacherstrasse,24h. Behinderten-WC nur mit Eurokey,Gebührenfrei.,Multifunktions- und Behinderten-WC. Das Behinderten-WC ist nur mit Eurokey zugänglich.,POINT Z (2682264 1247679 0),47.374801,8.5279189
,Manessestrasse 51,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,51,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Sihlhölzli (rollstuhlgängig mit Eurokey),,7897,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8003,wcr032,,1,Manessestrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Manessestrasse 51,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Manessestrasse 51,,3,Manessestrasse 51 / Beim Durchgang zum Hertersteg,24h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch.",POINT Z (2681947 1246807 0),47.36921975486981,8.526112658994217
,Birmensdorferstrasse 509,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,509,0_,";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Triemli (rollstuhlgängig mit EuroKey),,7898,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8055,wcr033,,1,Birmensdorferstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Birmensdorferstrasse 509,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Birmensdorferstrasse 509,,3,Birmensdorferstrasse 509 / Endstation Triemli auf der Traminsel,24h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch.",POINT Z (2679818 1246878 0),47.3678892,8.4953426
,Josefstrasse 197,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,197,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_Zugang mit Rollstühl wegen Kies erschwert._",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Josefswiese (rollstuhlgängig mit Eurokey),,7926,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8005,wcr049,,1,Josefstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Josefstrasse 197,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Josefstrasse 197,,5,Josefstrasse 197 / beim Bahnviadukt,24h. Reduzierter Winterbetrieb.,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Betreut vom Kiosk. 2 Multifunktions- und ein Behinderten WC, Wickeltisch. Zugang zum Behinderten WC durch Kiesvorplatz erschwert.",POINT Z (2681884 1248935 0),47.3861703,8.5230863
,Limmatplatz 3c,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,3c,0_,";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Limmatplatz (rollstuhlgängig mit EuroKey),,7927,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8005,wcr050,,1,Limmatplatz,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Limmatplatz 3c,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Limmatplatz 3c,,5,Limmatplatz 3c / Auf der Traminsel,24h,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","2 Multifunktions- und ein Behinderten WC, Wickeltisch.",POINT Z (2682541 1248778 0),47.3846704,8.53176
,Lutherstrasse 5 (erst.),,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,5,1_,Behinderten-WC;NULL,0,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Stauffacher (rollstuhlgängig mit Eurokey),,7928,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr6098,,1,Lutherstrasse,"Toilette, Toiletten",+41 44 412 49 08,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Lutherstrasse 5 (erst.),https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C%20Lutherstrasse%205,,4,Stauffacher,24 h,Gebührenfrei. Behinderten WC Fr. 1.- oder Eurokey,Multifunktions- und Behinderten-WC,POINT Z (2682389 1247569 0),47.3738101,8.529521
,Hardaustrasse 2,,2,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,2,0_,";Geöffnet 24h, Gebühr Fr. 1.-- oder Eurokey",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Albisriederplatz (rollstuhlgängig mit EuroKey),,7937,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8003,wcr035,,1,Hardaustrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hardaustrasse 2,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Hardaustrasse 2,,4,Hardaustrasse 2,24h,Eurokey oder Fr. 1.--,Selbstreinigender WC Automat für Damen- und Herren. Rollstuhlgängig mit automatischer Türe. Wickeltisch vorhanden.,POINT Z (2680909 1248009 0),47.3784083,8.5108372
,Hohlstrasse 91,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,91,0_,;Geöffnet 24h._Behinderten-WC nur mit Eurokey._,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Bäckeranlage (rollstuhlgängig mit EuroKey),,7938,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr036,,1,Hohlstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hohlstrasse 91,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich%2C%20Hohlstrasse%2091,,4,Hohlstrasse 91 / Ecke Feldstrasse,24h,"Behinderten-WC (nur Eurokey), Multifunktions-WC (gratis)",2 Multifunktions- und ein Behinderten-WC. Das Behinderten-WC ist wegen häufiger Sachbeschädigungen nur noch mit Eurokey zugänglich.,POINT Z (2681905 1248079 0),47.3784328,8.5231949
,Hardplatz 1 (eing.),,,Multifunktions- und Behinderten-WC,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzsta,,,1,0_,;NULL,1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Hardplatz (rollstuhlgängig mit Eurokey),,8075,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8004,wcr5698,,1,Hardplatz,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Hardplatz 1 (eing.),https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Hardplatz 1,,4,Hardplatz,24h,"Gebührenfrei, Behinderten WC mit Eurokey oder Fr. 1.--",Multifunktions- und Behinderten-WC,POINT Z (2681269 1248544 0),47.38203252557648,8.515573277026983
,Limmatstrasse 313,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,313,0_,";Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Escher-Wyss-Platz (rollstuhlgängig mit Eurokey),,8228,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8005,wcr2888,,1,Limmatstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Limmatstrasse 313,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Limmatstrasse 313,,5,Escher-Wyss-Platz bei der Tramhaltestelle stadteinwärts,"24 h, Behinderten WC mit Eurokey 24h, mit Gebühr 06.00-22.00 Uhr",Gebührenfrei. Behinderten-WC mit Eurokey oder Fr. 1.--.,Multifunktions- und Behinderten WC.,POINT Z (2681911 1249351 0),47.3898982,8.5235294
,Forchstrasse 263,,,"Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr.<BR>Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)<BR><BR>",,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,263,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00 bis 22.00 Uhr. Behinderten-WC (1 Franken oder Eurokey), Multifunktions-WC (gratis).",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Burgwies (rollstuhlgängig mit Eurokey),,8262,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8032,wcr3628,,1,Forchstrasse,"Toilette, Toiletten, ZüriWC",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Forchstrasse 263,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Forchstrasse 263,,7,Auf dem neu gestalteten Platz bei den Unterflur-Containern.,"Multifunktions-WC 24 h, Behinderten-WC mit Eurokey 24h, mit Gebühr Fr. 1.-- 06.00-22.00 Uhr","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch.",POINT Z (2685609 1245888 0),47.35847753199972,8.571654081570616
,Birchstrasse 183e,,,,,Umwelt- und Gesundheitsschutz,202001101126,,Gesundheits- und Umweltdepartement (GUD),ugzgfa,,,183e,0_,";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_",1,0,WC (rollstuhlgängig),ugz-zueriwc@zuerich.ch,Oerlikerpark (rollstuhlgängig mit EuroKey),,8311,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zürich,8050,wcr010,,1,Birchstrasse,"Toilette, Toiletten",+41 44 412 43 65,,https://www.stadt-zuerich.ch/gud/de/index/gesundheitsschutz/zueriwc.html,NULL;NULL;,NULL;NULL;,NULL;NULL;,Birchstrasse 183e,https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Birchstrasse 183e,,11,"Im Oerlikerpark, Birchstrasse 183e",Geöffnet 24h. Behinderten WC ohne Eurokey von 06.00-22.00 Uhr.,"Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch.",POINT Z (2682945 1252129 0),47.414769,8.5377052
